SIGNNAME,BOROUGH,CLASS,ACRES,latitude,longitude
Park,M,PARK,1.494,40.846589859734294,-73.94334704381572
Park,B,PARK,0.006,40.63407338133467,-74.01566137272502
Park,X,PARK,0.025,40.84375789170243,-73.8931858613826
Ruppert Park,M,PARK,0.997,40.7809580909012,-73.95013140961677
East River Esplanade,M,PARK,1.735,40.745875216449726,-73.9696783110807
James J Walker Park,M,PARK,1.67,40.729798880844,-74.00615248084068
Battery Park City,M,PARK,1.556,40.71188154922185,-74.01689299366825
Duarte Square,M,PARK,0.448,40.722494905490144,-74.00548970352857
Park,B,PARK,0.438,40.65450931457221,-73.97815854918407
97th Street Block Association,Q,PARK,0.057,40.756147836729376,-73.87143467779573
George Eagle Carr Community Garden,Q,PARK,0.121,40.70370925031695,-73.8070564849842
Manuel De Dios Unanue Triangle,Q,PARK,0.04,40.74759522163427,-73.88280583925373
James Madison Plaza,M,PARK,0.361,40.711471884970216,-74.00046514460334
Laguardia Landing Lights,Q,PARK,0.142,40.76257844610778,-73.88925610721164
Strippoli Square,Q,PARK,0.061,40.75718632956865,-73.90757266327424
Bridge Park 3,B,PARK,1.934,40.70030116674952,-73.98525361906029
Courtlandt Avenue Association Garden,X,PARK,0.171,40.82247844052549,-73.9161201862507
Sherry Dog Run,Q,PARK,0.354,40.74137088319536,-73.8988208774625
Lt. Frank McConnell Park,Q,PARK,0.207,40.69397498209297,-73.82739609093424
Fresh Meadows Park,Q,PARK,1.23,40.74071420525839,-73.78538031922255
Playground One Forty,Q,PARK,1.37,40.67514188901929,-73.8012540891611
Litchhult Square,Q,PARK,0.074,40.71595475692951,-73.7448676431373
Jerome-Glenmore Cornerstone Community Garden,B,PARK,0.198,40.67421908249831,-73.88718409679365
Isla Verde Garden,X,PARK,0.16,40.81492732657335,-73.90682573543731
Rodney Park South,B,PARK,0.392,40.70753017417707,-73.95725896627623
Grand Slope,Q,PARK,0.207,40.73443636974458,-73.88303413973055
One Room Schoolhouse Park,Q,PARK,0.14,40.763326271478356,-73.8794211057032
Short Triangle,Q,PARK,0.01,40.74608575109101,-73.94540010095454
Nine Heroes Plaza,Q,PARK,0.02,40.7455407489868,-73.88913495251134
Proctor-Hopson Circle,Q,PARK,0.13,40.69788908599291,-73.78627129512381
Park,Q,PARK,0.019,40.72913472108853,-73.89577329839301
Park,Q,PARK,0.001,40.73038489068017,-73.8749524792993
Cohn Triangle,B,PARK,0.07,40.707341461730735,-73.96463498090142
Park,R,PARK,0.071,40.61038318391754,-74.11412742574795
Greenpoint Landing,B,PARK,1.486,40.73621695377934,-73.96035842990584
Notorious LIC Park,Q,PARK,0.318,40.741928257905336,-73.95133958881074
McLaughlin Park,B,PARK,1.976,40.69651482196955,-73.98604714298587
Cooney Grauer Field,X,PARK,1.274,40.88029413729291,-73.90142227990977
Wegener Park,R,PARK,3.464,40.5525583953219,-74.17615079478557
Lowry Triangle,B,PARK,0.11,40.68056282073336,-73.96451381476936
Park,R,PARK,5.765,40.57590649734003,-74.10077987455308
De Matti Park,R,PARK,2.335,40.614532722540346,-74.07418480595253
Veterans Park,R,PARK,1.324,40.637197235033554,-74.13176866600989
John Paul Jones Park,B,PARK,5.317,40.610914055477856,-74.03409082866357
Westwood Park,R,PARK,6.563,40.606411511936315,-74.14186021631849
Caserta Playground,X,PARK,1,40.83733787007536,-73.85402945267741
North Shore Esplanade,R,PARK,1.521,40.64753111723114,-74.08128452485944
Veterans Triangle,B,PARK,0.025,40.656929943425894,-73.9038194756186
Beattie Square,B,PARK,0.012,40.69643173815442,-73.9345673484048
John J Carty Park,B,PARK,8.565,40.61327181724644,-74.03015906344804
St. Ann's Block Association Garden,X,PARK,0.029,40.817225219590675,-73.91119910354874
Captain Rivera Playground,X,PARK,0.988,40.81793426694587,-73.90693259414428
Willis Playground,X,PARK,1.882,40.81094112904231,-73.92296422112136
Orchard Alley Garden,M,PARK,0.224,40.721319278049016,-73.9784542840876
Detective Keith L Williams Park,Q,PARK,7.683,40.702883831835805,-73.78442920492645
La Perla Garden,M,PARK,0.04,40.79823096123794,-73.96317844407017
The Public Theater,M,PARK,0.718,40.72896270583889,-73.99175466765111
United We Stand Garden,X,PARK,0.344,40.80536608823833,-73.91552965466127
Padre Plaza,X,PARK,0.367,40.807890347120704,-73.9173940785624
Peters Field,Q,PARK,2.872,40.70601480521497,-73.77483943248963
Dias Y Flores,M,PARK,0.119,40.72908871095348,-73.97993817490607
Earth People,M,PARK,0.106,40.72514474257356,-73.97892310801451
Schneider Sampson Square,X,PARK,0.09,40.836617191213776,-73.82585498237373
Louis Cuvillier Park,M,PARK,2.752,40.800901976752534,-73.93089149423372
ABC Playground,M,PARK,0.451,40.72179273976484,-73.98602765139131
Bufano Park,X,PARK,1.904,40.838194744443896,-73.83112785791941
Stuyvesant Square,M,PARK,3.928,40.733642168068315,-73.98398944943929
Green Oasis and Gilbert's Garden,M,PARK,0.388,40.72399836239618,-73.97734549250819
Collyer Brothers Park,M,PARK,0.034,40.808543412451705,-73.94106008858186
Meucci Triangle,B,PARK,0.045,40.59573234090855,-73.98326181989847
Dwyer Square,Q,PARK,0.002,40.75392112905841,-73.91521508947034
Calvary Monument,Q,PARK,0.048,40.7309014480597,-73.92979448531771
Whitey Ford Field,Q,PARK,3.45,40.77757900241155,-73.93487044678268
Grand Ferry Park,B,PARK,1.7,40.716823596724375,-73.96740774499865
Edgemere Urban Renewal Park,Q,PARK,0.961,40.59514955588204,-73.77686006150239
David J O'Connell Square,Q,PARK,0.055,40.67656695593246,-73.82060371108786
Catholic War Veterans Square,Q,PARK,0.006,40.67585640403838,-73.81620295181095
Metro Triangle,Q,PARK,0.02,40.704406055898026,-73.82624344192737
Federalist Triangle,Q,PARK,0.062,40.72679752077462,-73.90054241506193
Dunningham Triangle,Q,PARK,0.003,40.74634028419461,-73.88359885672499
Michel Triangle,X,PARK,0.28,40.83889655210281,-73.9060262213166
Washington Hall Park,B,PARK,0.901,40.69534302304811,-73.96678503573605
Rafferty Triangle,Q,PARK,0.1,40.74749080717161,-73.9433221598227
Captain Tilly Park,Q,PARK,9.16,40.71216190222515,-73.79881855294285
Mill Pond Park,X,PARK,11.57,40.82281835357698,-73.93172406467056
Park,Q,PARK,0.002,40.73102171451219,-73.8749736707533
South Oxford Park,B,PARK,1.187,40.68374820858565,-73.97246702422422
Brook Park,X,PARK,0.76,40.809545255134935,-73.91873905338225
People's Park,X,PARK,1.394,40.809485653203204,-73.91700526693432
Park,X,PARK,1.13,40.805544368779245,-73.84948668211898
Robert Moses Playground,M,PARK,1.093,40.74815474024322,-73.96932982702842
West 4th Street Courts,M,PARK,0.42,40.73121541662661,-74.00093458023639
Tanahey Playground,M,PARK,1.254,40.7101602435534,-73.99518030440098
Bellevue South Park,M,PARK,1.593,40.74003255854796,-73.97805754571247
Arverne Playground,Q,PARK,0.993,40.59285755022726,-73.78518320529426
Twenty-Four Sycamores Park,M,PARK,0.622,40.75945639644337,-73.95866697202048
Rockaway Beach,Q,PARK,31.5,40.57521624676765,-73.83587341323958
Brookville Park,Q,PARK,89.946,40.65953952627348,-73.7456419382141
Vinmont Veteran Park,X,PARK,3.5,40.90244594284451,-73.90493886969428
South Clove Road Cemetery,R,PARK,0.3,40.60885394559166,-74.09155021659835
Citywide Services Shops and Storehouse,X,PARK,1.326,40.80277311448361,-73.90929431150839
Rockaway Garage,Q,PARK,1.285,40.5918791923675,-73.80285661417595
Nelson Playground,X,PARK,1.264,40.83479400489433,-73.9268515495392
Playground of the Americas,M,PARK,0.079,40.728002740972684,-74.00271469031985
Bryant Hill Garden,X,PARK,0.34,40.81993497707467,-73.88723901840338
225 Street Malls,Q,PARK,0.402,40.67279326995978,-73.74781910240816
Sugar Hill Hope Garden,M,PARK,0.345,40.82950386381915,-73.94308178003445
Eibs Pond Park,R,PARK,16.505,40.61114941976624,-74.08111312820398
Peter Detmold Park,M,PARK,0.588,40.75330289603778,-73.96389019333532
Asphalt Green,M,PARK,4.35,40.77863037709771,-73.94400773549079
Stanley Isaacs Playground,M,PARK,1.227,40.78308566508019,-73.94436600296034
Mill Rock Park,M,PARK,8.639,40.78048022466802,-73.93844565150245
Allison Pond Park,R,PARK,9.2,40.6370977908573,-74.10130296448718
Bay Beach 84 Garden,Q,PARK,0.181,40.59108682598373,-73.80983859768874
Hook Creek Park,Q,PARK,111.163,40.6487785632729,-73.7421961040819
Park,M,PARK,0.493,40.72219063453304,-73.99475696953635
Police Officer John G. Scarangella Park,B,PARK,3.214,40.59466594403686,-73.98433885872599
Battery Park City,M,PARK,26.042,40.7124121493574,-74.01715355006962
Astoria Park,Q,PARK,59.956,40.77854307226161,-73.92325993639051
Last Chance Pond Park,R,PARK,3.903,40.585365492932226,-74.09862417708666
McKenna Triangle,Q,PARK,0.01,40.74659451574567,-73.94410602018363
Laurelton Playground,Q,PARK,1.785,40.67000054838528,-73.7365322012995
Egbert Triangle,R,PARK,0.207,40.62511282201061,-74.14447129199947
Cutinella Triangle,B,PARK,0.076,40.591838382843555,-73.97682858880057
Mariners Marsh Park,R,PARK,107.576,40.6371606842924,-74.1749521527985
Bronx Park,X,PARK,718.373,40.85662155048018,-73.87582913133073
Albert L. Parham Playground,B,PARK,1.253,40.69037285269095,-73.97077326105968
Gouverneur Morris Triangle,X,PARK,0.313,40.804666842796244,-73.91275469471005
Pelham Parkway,X,PARK,108.91,40.857532083437924,-73.85281571395262
Starlight Park,X,PARK,17.256,40.83263316506429,-73.88250309643293
Freshkills Park,R,PARK,953.065,40.583439127237966,-74.17818096612052
Children's Garden,M,PARK,0.037,40.728101083517245,-73.97925848118442
Stapleton Esplanade,R,PARK,4.605,40.627847653497234,-74.07307540370944
MHBA Living Laboratory Community Garden,B,PARK,0.068,40.66211728774747,-73.91006982934958
Blue Heron Park,R,PARK,217.543,40.53223134387494,-74.174381566002
Manuel Plaza,M,PARK,0.224,40.72767097147373,-73.99212211515812
Al Quiñones Playground,X,PARK,1.793,40.81515880573533,-73.9016877275872
Mosholu Parkway,X,PARK,80.936,40.87629657999233,-73.88314286962479
Socrates Sculpture Park,Q,PARK,6.28,40.76880760375791,-73.93658209348847
Broad Channel Wetlands,Q,PARK,37.95,40.61041386185775,-73.82211404192952
Memorial Circle,Q,PARK,0.1,40.578546590766756,-73.84098996603565
First Temple Of David,B,PARK,0.049,40.66668354437444,-73.89094681244322
Rose Hill Park,X,PARK,0.745,40.86203011404975,-73.89041688501476
O'Sullivan Plaza,Q,PARK,0.03,40.76373617899319,-73.88100991093275
Prospect Park,B,PARK,526.25,40.66135594330882,-73.9696843131254
Frederick Johnson Playground,M,PARK,2.445,40.82468719549279,-73.93545644159944
Olmsted-Beil House Park,R,PARK,2.76,40.531875719642954,-74.15774596458965
Ferry Point Park,X,PARK,413.8,40.81238153211809,-73.83329157194422
Family Community Garden,B,PARK,0.275,40.6653640240065,-73.88134556029087
Elmjack Mall,Q,PARK,0.241,40.74611692824127,-73.89034001462453
Grand Central Parkway,Q,PARK,160.415,40.73366373945576,-73.75288437625544
Park,X,PARK,0.059,40.83552522813688,-73.86967288158274
Noble Playground,X,PARK,3.21,40.837309648360254,-73.87225180228614
Garden,R,PARK,0.252,40.52690108116573,-74.16361518426727
Meredith Woods,R,PARK,37.064,40.597661464950285,-74.18872497886802
Ascenzi Square,B,PARK,0.031,40.71446580687563,-73.9569765434912
Mount Prospect Park,B,PARK,7.79,40.67157763124173,-73.9666437847636
Broadway Malls,M,PARK,1.139,40.83725940768466,-73.94254089558784
Callahan-Kelly Playground,B,PARK,3.461,40.67835670911285,-73.90535951880061
Kingsborough Houses Bergen Playground,B,PARK,0.322,40.67509771144785,-73.92700325954316
Quaker Parrot Park at the Dust Bowl,B,PARK,1.65,40.63268067092291,-74.01349518707262
Clove's Tail,R,PARK,2.056,40.613137626284335,-74.11382949053484
Nassau Mall,Q,PARK,0.836,40.764740340559364,-73.72480446995992
Park,B,PARK,1.351,40.65430948919957,-73.87536624759834
Motor Parkway,Q,PARK,13.894,40.737020588058115,-73.75357879853509
Purple Playground,B,PARK,0.711,40.66299422076813,-73.98965125058433
Highbridge Park,M,PARK,130.1,40.84649764077546,-73.93046413518206
The Olde Towne of Flushing Burial Ground,Q,PARK,3.474,40.754639970408924,-73.80235341418116
Mall Forty Two XLII,Q,PARK,1.429,40.76126801792816,-73.77727167257908
Plaut Triangle,Q,PARK,0.25,40.75837358464571,-73.79725535924126
Crotona Parkway Malls,X,PARK,8.75,40.844049902333715,-73.88476990739674
Randall's Island Park,M,PARK,254.3,40.79575293355397,-73.92172455611495
Pralls Island,R,PARK,107.514,40.60879793234164,-74.20081695435677
Laurelton Parkway,Q,PARK,59.612,40.67740173603278,-73.73175709421314
